"name","plant_port","rep_bio","group","gen_id","gen_name","gen_group","lat","lon","alt","ara_hem","ara_tot","ara_xyl","cel_hem","fuc_hem","fuc_tot","gal_hem","gal_tot","glu_cel","glu_enz","glu_hem","glu_tot","H_G","hem_tot","lign_G","lign_H","lign_S","lign_tot","man_hem","man_tot","rha_hem","rha_tot","S_G","xyl_enz","xyl_hem","xyl_tot","GluE_perc","XylE_perc","LSR","DW","DW_port","GluE_t","XylE_t"
"M1.11","Leaf","1","M1","41","Gaheris","Sacc_rob",35.7333,127.583,350,1.722701628,2.582610985,0.096089728,2.366983383,1.554613007,0.095036436,0.805832679,0.786332634,39.82797903,20.37372052,1.424032974,41.252012,0.041264144,16.82647175,69.53677273,2.860854563,27.60237271,19.56001465,1.718120243,4.642453489,0.359123815,0.126442718,0.398579811,5.941844027,10.66608038,26.87707661,8.40456963207477,1.59699397143997,NA,1.272,NA,NA,NA
"M1.11","Leaf","2","M1","41","Gaheris","Sacc_rob",35.7333,127.583,350,1.546767046,2.934673346,0.111961518,2.607650984,1.687142058,0.069286577,0.925290868,0.804184529,38.94151919,18.40391977,1.307983961,40.24950315,0.035340883,14.93356259,71.56023497,2.527129912,25.91263511,21.27354068,0.912615096,3.556017158,0.303412322,0.086866964,0.363214901,5.743081932,9.558335196,26.21144647,7.40748626809269,1.5053448463995,0.13,1.172,0.13483185840708,0.099876513965186,0.0202968443183564
"M1.11","Leaf","3","M1","41","Gaheris","Sacc_rob",35.7333,127.583,350,1.715832647,2.743593303,0.105186611,2.297687278,1.382825189,0.440563135,0.934048316,0.867079789,37.50364003,13.99049642,1.351159603,38.85479963,0.048098795,16.32234307,67.87129678,3.179571886,28.94913134,19.8409727,1.475615007,2.70156985,NA,0.155263878,0.434181619,5.125912862,10.81402191,26.08310391,5.43597935269647,1.33699717815012,0.13,0.881,0.101353982300885,0.0550958155101174,0.0135509988330561
"M1.11","Stem","1","M1","41","Gaheris","Sacc_rob",35.7333,127.583,350,1.256233684,1.67251398,0.066242274,2.481325657,1.894242424,0.028484544,0.829948681,0.518537916,41.69376519,4.822295885,1.053287112,42.7470523,0.040751791,16.80302022,57.98325443,2.363170901,39.65357467,25.09716795,1.670486998,2.171277128,0.370777778,NA,0.68390068,3.273878154,10.78133066,25.2484384,2.06138934391081,0.826603108919382,NA,1.272,NA,NA,NA
"M1.11","Stem","2","M1","41","Gaheris","Sacc_rob",35.7333,127.583,350,1.282278048,1.623052661,0.067762784,2.402118466,1.826022397,0.0904125,0.722751889,0.39438298,39.45756631,6.047369352,1.144296692,40.601863,0.057020545,16.42615336,53.3501673,2.908541124,43.74129157,24.37776565,1.335965324,3.859663335,0.43857855,NA,0.845189184,3.537713853,10.82055716,23.95197728,2.45534461934058,0.847352418200716,0.13,1.172,1.03716814159292,0.254660521581164,0.0878846932859504
"M1.11","Stem","3","M1","41","Gaheris","Sacc_rob",35.7333,127.583,350,1.225551948,2.083665257,0.073246228,2.69148194,1.92140187,0.129397316,0.841529874,0.714369525,42.71063336,4.375028143,0.989876618,43.70050998,0.044462742,15.86881663,58.13165382,2.556079504,39.31226667,22.76894861,1.544550116,3.098934959,NA,NA,0.680721653,3.672505961,10.33578282,28.4474068,1.9119096102035,1.04473271044423,0.13,0.881,0.779646017699115,0.149061271379582,0.0814521697257844
"M3.05","Leaf","1","M3","38","Gareth","Sin_N_Japan",35.6165,135.974,20,2.430102761,4.874700953,0.185888036,2.020390816,1.847180461,0.064694342,0.968561436,1.301506151,36.39218864,17.73004068,1.590873209,37.98306185,NA,18.01245004,NA,NA,NA,24.83281475,1.129537644,2.933015798,0.503364365,0.163659296,NA,4.764844001,11.13370337,26.22385527,6.73441231908208,1.24952579451135,1.75,2.734,1.73981818181818,1.17166529965993,0.217394769594166
"M3.05","Leaf","2","M3","38","Gareth","Sin_N_Japan",35.6165,135.974,20,2.155902397,3.612783908,0.142973023,2.184994035,1.434975131,0.05622308,0.973634116,0.938852476,35.91926476,17.28825282,1.4126973,37.33196206,0.056683407,16.43906765,63.29387605,3.584621684,33.12150227,23.75925333,1.249648954,2.993271456,0.316980475,0.100925714,0.523549988,5.792990415,10.30792658,25.26899008,6.45404398336304,1.4638301734997,0.71,3.585,1.48850877192982,0.96069010836568,0.217892405386986
"M3.05","Leaf","3","M3","38","Gareth","Sin_N_Japan",35.6165,135.974,20,2.368606102,3.113842353,0.13145063,1.83949926,1.838123881,0.052735514,0.925908162,1.490213965,34.10528206,19.8376361,1.585267765,35.69054983,0.089719041,18.54052503,63.42220094,5.574040387,31.00375867,22.57925731,0.729370406,7.767854951,0.511381425,0.633885146,0.490068388,5.329447957,12.16713505,23.68830292,7.08016139852666,1.26245577628537,1,3.85,1.925,1.36293106921638,0.243022736934934
"M3.05","Stem","1","M3","38","Gareth","Sin_N_Japan",35.6165,135.974,20,1.475351397,2.091954324,0.078883142,2.283952853,2.200588235,0.099737123,0.864678249,0.58119721,41.40090786,4.071527738,1.164789721,42.56569758,0.055676061,18.12686624,52.47350903,2.921823408,44.60466756,28.14287229,1.688378408,2.752458135,0.478953846,0.0656625,0.85330697,4.011533749,11.4189161,26.51966277,1.73307418388091,1.06384522193853,1.75,2.734,0.994181818181818,0.17229908431747,0.105765557701089
"M3.05","Stem","2","M3","38","Gareth","Sin_N_Japan",35.6165,135.974,20,1.46052453,1.919482201,0.083360516,2.251583575,1.903202699,0.029624866,0.734510303,0.542032984,38.74932444,5.405899995,1.120876772,39.87020121,0.048323717,17.20980952,49.29815877,2.382707014,48.31913422,21.81069799,1.911748725,4.302880016,0.462476092,0.145705408,0.981995914,4.71773806,10.73734717,23.02627541,2.15534320532385,1.08631935874225,0.71,3.585,2.09649122807018,0.451865812344212,0.227745900648594
"M3.05","Stem","3","M3","38","Gareth","Sin_N_Japan",35.6165,135.974,20,1.371324533,2.669701784,0.102306793,2.273623933,1.993726202,0.14594594,0.682850407,0.762077969,39.15529843,7.029172,1.045481937,40.20078037,0.052231841,17.22153689,51.45683308,2.682897184,45.86026974,21.82240846,1.64313041,4.599078567,0.463634708,0.290057595,0.892972223,4.120620314,11.06687063,26.09505876,2.82578199738015,1.07527829213997,1,3.85,1.925,0.543963034495679,0.206991071236943
"M4.03","Leaf","1","M4","39","Bedivere","Sin_S_Japan",35.2884,132.686,62,1.85727652,2.847485297,0.1194099,1.971838456,1.660812021,1.47612447,0.712249461,1.038365013,34.9045639,14.63740624,1.341952702,36.2465166,0.042137076,17.7015332,67.99406237,2.862621985,29.14331565,28.17741665,1.678075472,4.096768297,0.263984284,0.326526902,0.429205684,4.654774205,11.52913544,23.84630836,5.30554988225211,1.109991810309,0.57,2.947,1.06992993630573,0.567656664758488,0.11876134669038
"M4.03","Leaf","2","M4","39","Bedivere","Sin_S_Japan",35.2884,132.686,62,1.926627272,2.569068062,0.127637094,1.783299796,1.601862036,0.097521824,0.84051426,0.644181387,27.91261496,20.50807141,1.246434603,29.15904956,0.050091374,15.65222798,71.89376421,3.602685837,24.50354995,21.67456615,1.153318894,2.016260857,0.462334764,0.203926531,0.340889375,4.795786306,9.667570757,20.127911,5.97995870650382,0.965291599464027,0.52,2.033,0.6955,0.41590612803734,0.0671360307427231
"M4.03","Leaf","3","M4","39","Bedivere","Sin_S_Japan",35.2884,132.686,62,1.458495794,2.003449201,0.108334711,2.450781898,1.41173177,1.633645351,0.696400443,0.957773518,28.29569937,20.99965862,1.235066371,29.53076574,0.046792234,11.54558037,65.76815661,3.076072218,31.15577118,20.05591726,0.689582637,3.644469633,0.480062525,0.434491923,0.47430973,6.677224,6.809307195,18.49314207,6.20135999205507,1.23482852058299,0.46,2.71,0.853835616438356,0.52949420315725,0.105434057106764
"M4.03","Stem","1","M4","39","Bedivere","Sin_S_Japan",35.2884,132.686,62,1.432010709,1.921515884,0.06792854,2.219297585,2.167020273,0.665534733,0.654754025,0.716382271,39.43339464,6.030682156,1.104450078,40.53784472,0.045718428,17.76841236,55.93132175,2.545304226,41.52337403,25.0628838,1.598754707,3.461653104,0.46997753,0.114043173,0.74263592,4.252991506,11.44589511,28.28731316,2.44470856749699,1.203057025818,0.57,2.947,1.87707006369427,0.45888892665055,0.225822232808002
"M4.03","Stem","2","M4","39","Bedivere","Sin_S_Japan",35.2884,132.686,62,1.339959256,1.858390244,0.07069709,2.065789635,2.039497544,0.030573981,0.789116616,0.709895532,36.37523205,3.412713572,0.946299651,37.3215317,0.036389947,17.60839121,55.57317282,2.021994683,42.4048325,20.9615534,1.480500146,3.923904827,0.497974249,0.27347653,0.763059106,4.387337758,11.46134339,26.2866584,1.27367697749554,1.15328448910814,0.52,2.033,1.3375,0.170354295740029,0.154251800418214
"M4.03","Stem","3","M4","39","Bedivere","Sin_S_Japan",35.2884,132.686,62,1.399986028,1.813443658,0.07520952,2.328629586,2.473367828,0.09767023,0.757363958,0.477772819,40.37497771,6.502365103,1.09566561,41.47064332,0.052209355,17.33851444,53.41751318,2.783414114,43.79907271,23.0078608,NA,3.264360538,0.411241132,0.030774038,0.82044218,4.614674876,12.29655549,24.1118899,2.69657263925372,1.11268532548663,0.46,2.71,1.85616438356164,0.500528209066958,0.206532687127998
"M5.02","Leaf","1","M5","18","Bors_TY","Sin_Taiwan",23.4875,120.89,2623,2.163524844,2.891281772,0.109625409,1.964723089,1.581698588,0.448902839,0.654044378,0.913251623,34.09633035,9.867421201,1.186078664,35.28240901,0.043336957,17.35426765,65.41841641,2.834905336,31.74667825,23.28676523,1.386208735,4.09190427,0.560848485,0.15686044,0.486985654,4.260573558,11.00794262,26.3741938,3.48146390639064,1.1236919271993,0.44,0,0,0,0
"M5.02","Leaf","2","M5","18","Bors_TY","Sin_Taiwan",23.4875,120.89,2623,2.118983925,2.617028798,0.097965152,2.350262176,1.322938546,0.047649375,0.737063825,0.854022137,36.7267023,15.83663048,1.350666955,38.07736925,0.067802651,15.62664058,63.27873676,4.288723793,32.43253944,22.24614825,0.541703977,2.986186916,0.411917893,0.223291054,0.512743713,4.888605103,10.49403241,26.71387477,6.03017226408301,1.30593584526604,1.07,0.319,0.164893719806763,0.0994337535700218,0.0215340619354907
"M5.02","Leaf","3","M5","18","Bors_TY","Sin_Taiwan",23.4875,120.89,2623,2.237160316,3.180119735,0.114994634,1.668938215,1.714253584,0.457269375,0.910498346,0.79506513,33.81770199,11.31344136,1.235824074,35.05352606,0.047153402,20.26300415,67.69209541,3.192102517,29.11580207,21.66693792,2.455127989,3.465037167,0.586145455,0.255641667,0.430156639,4.517631659,12.35981846,27.65450554,3.96576011543507,1.24932869740489,0.4,0.256,0.0731428571428571,0.0290067025586108,0.00913794704387577
"M5.02","Stem","1","M5","18","Bors_TY","Sin_Taiwan",23.4875,120.89,2623,1.586279386,2.212940023,0.097512958,1.961560231,2.281529412,0.717278202,0.805353404,0.574990851,36.99549354,8.778079908,1.088285368,38.08377891,0.04742912,18.86023837,51.83661579,2.459254937,45.70412928,21.26297284,1.769046633,3.660714622,0.550221925,0.139002467,0.881828772,5.144437413,11.86780761,22.69380463,3.34302454483246,1.16746857574909,0.44,0,0,0,0
"M5.02","Stem","2","M5","18","Bors_TY","Sin_Taiwan",23.4875,120.89,2623,1.538184628,2.889444964,0.117820286,2.215286187,1.427786032,0.141182518,0.787261293,0.735968366,37.7321095,7.118255135,0.926946402,38.6590559,0.071569038,17.03261173,45.55358646,3.234335016,51.21207852,23.93266398,1.582020694,2.59322272,0.204360454,0.052232039,1.129671321,5.860477726,11.49299863,24.52417197,2.75185023148148,1.43723363603989,1.07,0.319,0.154106280193237,0.0424077402822509,0.0221486729418707
"M5.02","Stem","3","M5","18","Bors_TY","Sin_Taiwan",23.4875,120.89,2623,2.039829852,2.452290358,0.092607808,1.717121946,2.101414124,0.040506711,0.805909575,0.833791054,38.68558386,6.707934452,1.315308636,40.0008925,0.048830939,22.52931654,55.13014787,2.692323774,42.17752836,21.65353814,1.862399328,4.630294927,0.473621619,0.546190654,0.76532975,4.877487091,15.24614204,26.4803843,2.6832336489899,1.29157732608717,0.4,0.256,0.182857142857143,0.0490648438672439,0.0236174139627367
"M6.02","Leaf","1","M6","3","Lancelot","Flor_Taiwan",24.06064,121.15519,1932,2.305863993,2.716729575,0.106508769,2.019151268,1.4842501,0.179471328,0.896321042,1.066746424,35.54717471,15.11467456,1.474387095,37.0215618,0.071926482,17.60500824,53.75835208,3.870064692,42.37158323,21.05266442,1.067722957,3.329209661,0.427678242,0.262142656,0.790239853,5.601864022,11.42317191,25.50709763,5.59568858227996,1.42887292485955,0.93,0.089,0.0428860103626943,0.0239976758526069,0.00612786590625
"M6.02","Leaf","2","M6","3","Lancelot","Flor_Taiwan",24.06064,121.15519,1932,2.472815379,3.952899725,0.166894078,1.746570715,1.808282298,0.055304207,0.990834666,1.252426204,32.71147474,18.69757803,1.650743738,34.36221848,0.078625663,18.72897241,54.6444008,4.299283619,41.05631558,26.58927619,1.826364226,3.351447055,0.589347261,0.29699825,0.753013856,6.022373417,11.04132858,23.68508075,6.42490261524824,1.42640400677558,5.94,0.053,0.0453631123919308,0.0291453579442716,0.00647061252756612
"M6.02","Leaf","3","M6","3","Lancelot","Flor_Taiwan",24.06064,121.15519,1932,2.285506574,4.113684084,0.164959095,1.901453751,1.683677438,1.270367324,0.907933678,1.622451687,33.55723821,18.5890518,1.619338254,35.17657646,0.071960625,17.64820111,71.38433364,5.134357044,23.48130931,25.0133772,1.146632922,5.272326253,0.568700749,0.621090798,0.330656873,6.6540414,11.05574975,24.937601,6.5389920216548,1.65935829481479,0.85,0.12,0.0551351351351351,0.0360528208761508,0.0091488943822221
"M6.02","Stem","1","M6","3","Lancelot","Flor_Taiwan",24.06064,121.15519,1932,2.033071889,2.275572814,0.086086134,1.67625533,2.834223291,0.127902268,1.287130688,0.547717665,36.97391803,5.65816691,1.680660808,38.65457884,0.069432605,22.05744994,48.46773585,3.361366005,48.17089815,20.76485659,2.649140648,4.069082518,0.461147875,0.107276364,0.994654512,5.08656143,12.79273555,26.43367419,2.1871405892146,1.34456507579478,0.93,0.089,0.0461139896373057,0.0100857778466373,0.00620032599718835
"M6.02","Stem","2","M6","3","Lancelot","Flor_Taiwan",24.06064,121.15519,1932,1.350101006,2.098047557,0.082031324,2.385707692,1.797893788,0.340753068,0.792193175,0.655691056,39.33467303,7.99971197,1.004270868,40.3389439,0.053037208,16.48763307,43.09425087,2.284734241,54.62101489,17.35406208,1.587323693,3.131183805,0.446113615,0.083991955,1.267808871,6.237592082,10.51400779,25.57617566,3.22699932392444,1.59533750782862,5.94,0.053,0.00763688760806916,0.00246442311481261,0.00121834132442243
"M6.02","Stem","3","M6","3","Lancelot","Flor_Taiwan",24.06064,121.15519,1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048915073,0,55.7771088,2.737653206,41.485238,NA,NA,NA,NA,NA,0.750157892,NA,NA,NA,NA,NA,0.85,0.12,0.0648648648648649,NA,NA
"M6.03","Leaf","1","M6","8","Gawain","Flor_Taiwan",24.6254,121.485,1213,2.131524315,3.522152077,0.149483864,2.259817654,1.245220266,0.410540696,1.04110528,1.222988831,36.40838088,16.3803399,1.311159657,37.71954054,0.07933085,16.11120296,51.7015638,4.09603753,44.20239867,21.58989455,1.716287322,3.38513431,0.538648649,0.216721875,0.856525108,5.044723102,9.438417132,23.56208883,6.17858894927246,1.18864213832293,3.33,0.729,0.560639722863741,0.346396239620909,0.066639999901353
"M6.03","Leaf","2","M6","8","Gawain","Flor_Taiwan",24.6254,121.485,1213,2.110000898,3.676824483,0.161400987,2.144069436,1.40723041,0.155131086,0.87257929,1.262243051,33.13164924,15.63884481,1.605326052,34.73697529,0.082294927,15.45269415,55.44398581,4.572134963,39.98387922,28.8554321,1.465799404,3.768916034,0.321237745,0.282937302,0.723229702,4.667580089,9.275846406,22.7806815,5.43246165776115,1.06330655394325,8.88,0.13,0.116842105263158,0.0634740256854198,0.0124238976302843
"M6.03","Leaf","3","M6","8","Gawain","Flor_Taiwan",24.6254,121.485,1213,2.058725747,2.991987481,0.127027761,2.128078981,1.823556743,0.056844846,0.927473582,1.176112899,35.25756773,9.717275166,1.368993115,36.62656084,0.081245194,16.56779097,55.15836784,4.47643971,40.36519245,20.59545329,2.124387973,3.997725691,0.29952131,0.278389591,0.732369427,4.727635933,9.334125613,23.5538079,3.55910370058208,1.11353828603757,10.91,0.284,0.26015449202351,0.0925916815283924,0.0289691987152834
"M6.03","Stem","1","M6","8","Gawain","Flor_Taiwan",24.6254,121.485,1213,1.488093521,2.365943487,0.093441554,2.45748561,1.628565197,2.822155456,0.89800311,0.867461555,41.13419097,9.138459159,1.193968995,42.32815997,0.075863581,16.73832425,46.81629574,3.543400216,49.64030405,21.46863895,1.664708093,6.093566515,0.443178082,0.245129892,1.065291351,6.249421307,10.61577625,25.32003567,3.86814161149083,1.58235570403367,3.33,0.729,0.168360277136259,0.0651241393712889,0.0266405844859248
"M6.03","Stem","2","M6","8","Gawain","Flor_Taiwan",24.6254,121.485,1213,1.429918735,2.162887758,0.08115534,2.45857827,1.804808214,0.14615568,0.629594485,0.93262107,40.42999002,8.806623616,1.154988911,41.58497893,0.078943701,16.44445919,46.20747487,3.633282028,50.1592431,24.35995721,1.841599964,3.523861414,0.519527118,0.171637113,1.089425943,6.457320687,10.21901068,26.65120691,3.66223257497056,1.72095389719971,8.88,0.13,0.0131578947368421,0.00481872707232968,0.0022644130226312
