Genotype.y,biol_rep,name,gen_n,pop_dapc8,pop_dapc8_n,pop_dapc8_ID,ID,Genotype,pop_dapc5,Lat,Long,Alt,Country,Ac_ara,Ac_gal,Ac_glc,Ac_xyl,Ac_man,Ac_cel,Ara,Gal,Glc,Xyl,Man,Cel,AraEnz,GlcEnz,XylEnz,AraEnz_p,GlcEnz_p,XylEnz_p,AraE,GlcE,XylE,AraE_DW,GlcE_DW,XylE_DW,ADF,NDF,ADL,Ash,DM,K_Lignin,Cellulose,Hemicellulose,CelHem,XylAra,ManGal,XylGlc,DWL,DWS,LSR,DW,GlcE_harv
Mb229,1,Angharad,11,Sin_S_Japan,1,M1,M1.01,Mb229,2,40.91,124.852,450,China,1.162666667,0.319933333,9.0571,8.414,0.563033333,NA,3.312929769,0.910418031,25.77341644,23.93857664,1.598855779,NA,1.971666667,9.91700451,1.7092852,0.343356096,1.633327305,0.322800238,12.58027791,8.666701312,1.925867838,1.157110042,5.504313018,1.087836802,55.4,89.04,8.84,1.77,92.32,20.38,46.56,33.64,1.384066587,7.225802632,1.756177629,0.928808825,6.14,7.95,0.77,0.337,5.504313018
Mb229,2,Angharad,11,Sin_S_Japan,1,M1,M1.01,Mb229,2,40.91,124.852,450,China,1.050866667,0.3772,11.55706667,9.462066667,0.670866667,NA,2.965150502,1.064108954,32.6231506,26.70514843,1.894039971,NA,0.8912,20.4322956,2.57317029,0.165990146,3.608213771,0.481321231,5.569507721,11.10665451,1.794884658,0.17096985,3.716460184,0.495760868,46.93,81.28,7.4,3.72,92.39,19.75,39.53,34.35,1.150800582,9.006338265,1.779930489,0.818595014,2.94,8.71,0.34,0.103,3.716460184
Mb229,3,Angharad,11,Sin_S_Japan,1,M1,M1.01,Mb229,2,40.91,124.852,450,China,1.259333333,0.4947,13.34133333,10.68636667,0.785333333,NA,3.566174227,1.400900686,37.78502533,30.26887288,2.219723389,NA,2.436533333,28.83234641,4.2146568,0.476581173,5.432761513,0.828951026,13.33402688,14.3722983,2.738171744,0.681511077,7.768848963,1.185399968,42.21,77.32,6.53,4.21,91.95,19.26,35.68,35.11,1.016234691,8.487771757,1.584497324,0.801081185,5.51,6.22,0.89,0.143,7.768848963
Mb1205#12,1,Bedivere,39,Sin_S_Japan,1,M1,M1.03,Mb1205,2,35.2884,132.686,62,Japan,NA,NA,13.3082,7.6939,3.151466667,NA,NA,NA,37.9522784,22.02591734,8.96775932,NA,1.11915,9.76865617,1.0487631,0.222279336,1.718853688,0.210653711,NA,4.701737261,0.681653697,6.550572017,50.65461819,6.207964863,59.32,92.42,9.92,1.29,92.69,20.64,49.4,33.1,1.49244713,NA,NA,0.580358236,11.07,19.34,0.57,2.947,50.65461819
Mb1205#12,2,Bedivere,39,Sin_S_Japan,1,M1,M1.03,Mb1205,2,35.2884,132.686,62,Japan,0.7649,0.205433333,14.38496667,10.78526667,0.807666667,NA,2.151924561,0.578495386,40.4287208,30.31441773,2.267962204,NA,4.2568,9.47089045,1.2277116,0.840344524,1.640221317,0.243519777,3.012737676,4.04922634,0.80582527,17.08420418,33.34569937,4.95075706,58.55,91.62,9.82,1.16,92.3,20.86,48.73,33.07,1.473540974,14.08711917,3.920449945,0.749823817,18.13,34.84,0.52,2.033,33.34569937
Mb1205#12,3,Bedivere,39,Sin_S_Japan,1,M1,M1.03,Mb1205,2,35.2884,132.686,62,Japan,0.902866667,0.253633333,14.74083333,10.37423333,0.230866667,NA,2.617190812,0.735245372,42.7263929,30.07073219,0.669103451,NA,0.345933333,11.21671675,1.8863493,0.067764295,1.950436093,0.368082853,2.595744821,4.566271212,1.224164652,1.836412404,52.85681811,9.975045316,62.26,93.35,11.05,1.13,93.24,21.19,51.21,31.09,1.647153426,11.48969806,0.910041024,0.703797586,14.42,31.13,0.46,2.71,52.85681811
Mb1201#13,1,Urien,37,Sin_S_Japan,1,M1,M1.02,Mb1201,2,35.4304,133.284,2,Japan,1.542266667,0.7894,12.4024,10.21106667,2.4118,NA,4.439605409,2.265706238,35.77997142,29.43485577,6.899640053,NA,0.4663,12.61545376,1.4174325,0.09324237,2.273308363,0.2825237,2.030110651,6.359814615,0.96124543,NA,NA,NA,54.21,82.84,9.63,3.68,93.3,20.37,44.58,28.63,1.557107929,6.630061246,3.045249175,0.82266292,22.39,32.52,0.69,NA,NA
Mb1201#13,2,Urien,37,Sin_S_Japan,1,M1,M1.02,Mb1201,2,35.4304,133.284,2,Japan,0.849066667,0.2319,13.53316667,9.486166667,0.831533333,NA,2.501987086,0.683388385,39.87456425,27.95326749,2.443977278,NA,0.866566667,16.81826837,2.5413355,0.17249922,3.122185032,0.509747409,6.907759737,7.818611999,1.807782239,3.451709399,62.47492248,10.20004566,47.98,79.43,7.63,4.5,92.61,19.34,40.35,31.45,1.282988871,11.17242677,3.576263997,0.701030043,22.22,34.11,0.65,2.001,62.47492248
Mb1201#13,3,Urien,37,Sin_S_Japan,1,M1,M1.02,Mb1201,2,35.4304,133.284,2,Japan,1.290733333,0.575733333,14.22623333,10.36396667,0.663833333,NA,3.669342623,1.619726877,40.6347288,29.6000444,1.848596894,NA,0.996,19.6720251,3.3093511,0.197432327,3.651533479,0.653839542,5.652816137,9.001452728,2.221338155,6.142119693,113.5992065,20.34094815,45.37,79.68,6.77,4.79,92.85,18.61,38.6,34.31,1.125036433,8.066852142,1.141301611,0.728442032,23.84,37.3,0.64,3.111,113.5992065
Mx1907#12,1,Cigfa,45,Sin (EMI/PRI),2,M2,M2.03,Mx1907,1,NA,NA,NA,NA,5.665866667,0.125633333,13.9309,12.50423333,19.0729,NA,2.392873789,0.356556521,39.60067906,35.54390713,54.22690516,NA,0.418,15.91703391,2.0010221,0.082581381,2.908771286,0.395912555,3.472785233,7.344845215,1.112740727,2.448537937,86.24506863,11.73880727,58.83,91.78,8.59,1.04,91.77,19.3,50.24,32.95,1.524734446,14.85406681,152.0850188,0.897558021,17.78,31.21,0.57,2.965,86.24506863
Mx1907#12,2,Cigfa,45,Sin (EMI/PRI),2,M2,M2.03,Mx1907,1,NA,NA,NA,NA,0.757533333,0.156233333,14.83546667,10.69643333,0.417966667,NA,2.180432359,0.449897553,42.68823368,30.77792913,1.200230412,NA,0.3963,11.71025716,1.9107264,0.078849393,2.081729402,0.378574621,3.501572789,4.832319035,1.212895991,1.642432856,43.36242344,7.885709345,60.9,93.41,9.4,0.81,92.76,20.19,51.5,32.51,1.584127961,14.11551658,2.667786044,0.720993269,10.42,21.32,0.49,2.083,43.36242344
Mx1907#12,3,Cigfa,45,Sin (EMI/PRI),2,M2,M2.03,Mx1907,1,NA,NA,NA,NA,0.7056,0.2059,16.00503333,11.12293333,0.802266667,NA,1.976777855,0.581532403,44.72269161,31.08244564,2.22517658,NA,4.339733333,9.432433033,2.0749751,0.849137825,1.644471048,0.415201564,2.410046792,3.677659794,1.335755231,16.88935133,32.70852915,8.258359115,61.76,93.06,9.91,1.41,93.71,19.92,51.85,31.3,1.656549521,15.72379292,3.826401707,0.695003912,14.13,32.9,0.43,1.989,32.70852915
Mx1901#1,1,Hafgan,46,Sin_N_Japan,3,M3,M3.06,Mx1901,1,NA,NA,NA,NA,7.671533333,0.091133333,16.4926,12.10643333,18.64873333,NA,2.198254378,0.260693676,47.15247268,34.62489024,53.34948,NA,0.3081,11.08719465,1.9673648,0.046584701,1.283969859,0.26919017,1.965475036,2.762682879,0.774503111,1.050019161,28.94068062,6.067546439,60,93.17,9.21,0.67,93.09,19.77,50.79,33.17,1.531202894,15.7510844,204.6443195,0.734317593,5.48,13.59,0.4,2.254,28.94068062
Mx1901#1,2,Hafgan,46,Sin_N_Japan,3,M3,M3.06,Mx1901,1,NA,NA,NA,NA,1.090733333,0.306233333,13.59743333,9.708033333,0.521133333,NA,3.117184658,0.875151599,38.85366223,27.74423122,1.475302592,NA,0.8741,22.9377428,3.2261768,0.171843817,4.287218398,0.635623545,5.51714562,11.03787899,2.291102114,0.498347068,12.43293335,1.84330828,46.24,79.23,6.35,4.97,92.67,17.67,39.89,32.99,1.209154289,8.900413116,1.685768035,0.714069913,9.68,17.49,0.55,0.29,12.43293335
Mx1901#1,3,Hafgan,46,Sin_N_Japan,3,M3,M3.06,Mx1901,1,NA,NA,NA,NA,0.778966667,0.1764,14.29033333,11.30683333,0.2066,NA,2.277663968,0.515901511,41.78180585,33.05926676,0.603893705,NA,0.621433333,11.19538215,2.2684398,0.12551239,2.001582586,0.45482399,5.591082758,4.790434168,1.376218024,0.48949832,7.806172087,1.773813561,58.33,92.07,8.95,1.2,93.76,19.44,49.38,33.74,1.463544754,14.51454966,1.170560063,0.791235948,6.98,15.28,0.46,0.39,7.806172087
Mx1968#15,1,Nimue,47,Sin (EMI/PRI),2,M2,M2.02,Mx1968,1,NA,NA,NA,NA,NA,NA,14.92793333,11.02023333,18.50466667,NA,NA,NA,42.89211584,31.70815126,53.26280067,NA,0.255333333,10.17843288,1.0315074,0.052007874,1.826269721,0.209932881,NA,4.289789199,0.66210127,0.263679919,9.259187485,1.064359705,61.55,92.1,10.95,1.79,92.36,21.38,50.6,30.55,1.656301146,NA,NA,0.739253605,15.04,37.55,0.4,0.507,9.259187485
Mx1968#15,2,Nimue,47,Sin (EMI/PRI),2,M2,M2.02,Mx1968,1,NA,NA,NA,NA,0.776,0.199466667,15.62816667,10.90786667,0.307433333,NA,2.203056276,0.566412677,44.36956308,30.9677982,0.871428577,NA,0.232366667,9.91479818,1.2404018,0.046745832,1.741720774,0.249516678,2.14238921,3.933396363,0.796058744,0.60816327,22.65978727,3.246211976,61.47,93.46,10.92,0.87,93.56,21.51,50.55,31.99,1.580181307,14.05674405,1.538504721,0.69795139,14.12,36.56,0.39,1.301,22.65978727
Mx1968#15,3,Nimue,47,Sin (EMI/PRI),2,M2,M2.02,Mx1968,1,NA,NA,NA,NA,0.743833333,0.212766667,14.6673,10.69026667,0.222633333,NA,2.107837244,0.602958442,41.5630906,30.29486066,0.630743379,NA,0.413266667,15.77114588,2.1057432,0.081439605,2.853732257,0.413862241,3.91731181,6.866050579,1.369163824,0.090397961,3.167642805,0.459387087,56.81,88.33,9.98,2.43,93.45,20.55,46.83,31.52,1.48572335,14.37248571,1.046081014,0.728888546,18.22,49.44,0.37,0.111,3.167642805
Mb112,1,Luned,16,Sin (EMI/PRI),2,M2,M2.01,Mb112,1,NA,NA,NA,NA,1.2266,0.3176,14.424,12.13423333,0.4041,NA,3.504974733,0.907478354,41.21600331,34.67461888,1.156143611,NA,0.389366667,12.29289493,1.3523356,0.081103962,2.296669044,0.280065564,2.336974583,5.581353596,0.808215218,0.433906198,12.28717939,1.498350766,54.39,87.19,7.91,2.59,93.24,18.74,46.48,32.8,1.417073171,9.892972567,1.274017838,0.841290181,7.67,19.51,0.39,0.535,12.28717939
Mb112,2,Luned,16,Sin (EMI/PRI),2,M2,M2.01,Mb112,1,NA,NA,NA,NA,0.892666667,0.233233333,12.63903333,10.46593333,0.7395,NA,2.562206922,0.669483534,36.27461714,30.03824757,2.122844831,NA,0.422266667,10.34663826,2.0180852,0.084223217,1.841310478,0.406435812,3.259583396,5.08617821,1.354690144,0.11622804,2.54100846,0.560881421,52.32,87.9,6.97,3.07,92.81,18.09,45.35,35.58,1.274592468,11.7235838,3.170869367,0.828078969,5.23,8.84,0.59,0.138,2.54100846
Mb112,3,Luned,16,Sin (EMI/PRI),2,M2,M2.01,Mb112,1,NA,NA,NA,NA,1.117966667,0.311566667,14.4038,11.17436667,0.276333333,NA,3.202447924,0.892312092,41.24256338,31.99530195,0.791751637,NA,0.232533333,10.22733427,2.1931482,0.046547354,1.813853077,0.442092092,1.454447544,4.427095488,1.39434603,0.062373455,2.430563123,0.592403403,55.41,89.75,7.14,3.03,93.05,18.54,48.27,34.34,1.405649388,9.990889068,0.887303493,0.775783543,5.14,9.14,0.56,0.134,2.430563123
Mb915#19,1,Aeron,19,Sin_N_Japan,3,M3,M3.04,Mb915,1,35.5094,137.543,460,Japan,1.5974,0.4014,12.94816667,9.724866667,0.3893,NA,4.664390567,1.164325875,37.53566673,28.20521709,1.127735107,NA,0.426866667,13.99469148,2.0705812,0.07517517,2.244762662,0.365696333,1.951015789,5.982793504,1.298850674,1.247907816,37.26306018,6.070559122,49.52,80.76,8.11,3.7,92.59,19.21,41.41,31.24,1.325544174,6.046924392,0.968573431,0.751424433,29.81,53.71,0.55,1.66,37.26306018
Mb915#19,2,Aeron,19,Sin_N_Japan,3,M3,M3.04,Mb915,1,35.5094,137.543,460,Japan,1.029066667,0.363133333,12.83993333,9.4841,0.758066667,NA,2.894937617,1.021508838,36.11931191,26.67932589,2.132945454,NA,0.852666667,25.2540069,3.44246616,0.16956029,4.756022891,0.680969883,5.86115129,13.13037135,2.547258427,0.854583862,23.97035537,3.432088212,42.78,76.16,6.42,4.55,92.97,18.32,36.36,33.38,1.089275015,9.215855197,2.088034264,0.738644356,NA,NA,NA,0.504,23.97035537
Mb915#19,3,Aeron,19,Sin_N_Japan,3,M3,M3.04,Mb915,1,35.5094,137.543,460,Japan,1.178866667,0.4196,14.27583333,10.3223,0.716033333,NA,3.35937127,1.195712773,40.67531581,29.40987251,2.039336496,NA,1.0805,23.95773987,2.824822,0.215780711,4.555988831,0.565854827,6.439371762,11.21016563,1.926226413,2.358483171,49.79695793,6.184793263,43.08,77,6.07,4.72,92.7,17.7,37.01,33.92,1.091096698,8.754576419,1.705540446,0.723039807,34.09,40.4,0.84,1.093,49.79695793
Mb215,1,Dylan,15,Sin_N_Japan,3,M3,M3.03,Mb215,1,NA,NA,NA,NA,0.883866667,0.2606,7.810533333,6.995033333,0.505733333,NA,2.580544606,0.760530827,22.80152564,20.41994341,1.475111047,NA,0.257433333,9.63322591,1.811498,0.052152322,1.687449837,0.363276869,2.444657819,8.283550848,1.971083795,0.1392467,4.505491064,0.96994924,54.74,88.48,8.37,2.47,92.48,19.47,46.37,33.74,1.374333136,7.913036403,1.939580876,0.895551628,17.44,14.72,1.18,0.267,4.505491064
Mb215,2,Dylan,15,Sin_N_Japan,3,M3,M3.03,Mb215,1,NA,NA,NA,NA,0.8564,0.1942,13.715,11.55636667,0.4523,NA,2.363285212,0.534634081,37.85713436,31.91659953,1.250940207,NA,0.265666667,8.9266877,2.658768,0.052748795,1.535863009,0.529606695,2.237241961,4.076660573,1.665289414,0.086508024,2.518815335,0.86855498,54.37,90.61,8.14,1.68,93.27,19.28,46.23,36.24,1.275662252,13.50518311,2.339806328,0.843080177,5.02,7.58,0.66,0.164,2.518815335
Mb215,3,Dylan,15,Sin_N_Japan,3,M3,M3.03,Mb215,1,NA,NA,NA,NA,1.025,0.301033333,13.7487,11.09313333,0.7642,NA,2.891104818,0.84906398,38.78096805,31.29045649,2.15481469,NA,0.353333333,13.71188231,2.2396492,0.071160891,2.559138651,0.459123144,2.475246912,6.596896974,1.465770117,0.05265906,1.893762602,0.339751127,49.9,85.87,7.15,2.74,92.79,19.03,42.75,35.97,1.188490409,10.82301005,2.537870811,0.806850836,NA,NA,NA,0.074,1.893762602
Mb25,1,Enid,13,Sin_N_Japan,3,M3,M3.01,Mb25,1,36.141,137.725,1320,Japan,NA,NA,8.499133333,6.24255,0.4602,NA,NA,NA,23.82714447,17.41826475,1.288721059,NA,0.5584,17.62298916,2.134594,0.103838167,3.046241015,0.397548495,NA,15.06499413,2.945778611,0.104876548,3.076703425,0.40152398,57.08,90.26,8.18,2.37,93.67,18.81,48.9,33.18,1.473779385,NA,NA,0.731026111,4.55,6.93,0.66,0.101,3.076703425
Mb25,2,Enid,13,Sin_N_Japan,3,M3,M3.01,Mb25,1,36.141,137.725,1320,Japan,0.8485,0.23825,12.25833333,10.1162,1.0461,NA,2.383812554,0.664353791,34.44856063,28.42687373,2.938591043,NA,0.568066667,14.58859948,2.1544061,0.111809759,2.630028048,0.422298601,4.720076993,7.638916656,1.480979273,1.099089928,25.85317571,4.151195245,57.57,89.44,7.85,2.31,93.25,18.69,49.72,31.87,1.560087857,11.92496184,4.423232147,0.825197721,3.09,10.37,0.3,0.983,25.85317571
Mb25,3,Enid,13,Sin_N_Japan,3,M3,M3.01,Mb25,1,36.141,137.725,1320,Japan,0.753066667,0.1444,15.04966667,11.09296667,0.766333333,NA,2.141573548,0.410655178,42.79950665,31.54668824,2.179569542,NA,0.4291,16.94515844,1.1035431,0.086182849,3.159593039,0.215737437,4.024468047,7.359234512,0.68063393,0.149958157,5.497691887,0.37538314,57.75,92.75,7.59,1.32,93.44,18.4,50.16,35,1.433142857,14.73061165,5.307541847,0.737080651,6.58,17.68,0.37,0.174,5.497691887
Mb1185#11,1,Gareth,38,Sin_N_Japan,3,M3,M3.05,Mb1185,1,35.6165,135.974,20,Japan,3.3301,0.1968,12.89136667,1.89295,1.6333,NA,NA,NA,37.23930483,NA,NA,NA,1.2122,24.97306364,3.2401457,0.241124296,4.738940202,0.648238474,NA,12.76647595,NA,6.592338253,129.5626251,17.72283989,42.09,78.79,5.96,4.84,92.97,18.17,36.13,36.7,0.984468665,NA,NA,NA,40.43,23.14,1.75,2.734,129.5626251
Mb1185#11,2,Gareth,38,Sin_N_Japan,3,M3,M3.05,Mb1185,1,35.6165,135.974,20,Japan,1.2729,0.358633333,12.73073333,9.919133333,0.5497,NA,3.637894283,1.025149522,36.38833119,28.34883608,1.569239779,NA,1.088366667,24.1340043,2.4821731,0.210856593,4.442136771,0.483903118,5.795155934,12.20466171,1.703704651,7.559208847,159.2506032,17.34792678,44.51,78.86,6.17,5.08,93.13,18.72,38.34,34.35,1.116157205,7.792649779,1.530742341,0.779063924,27.62,39.15,0.71,3.585,159.2506032
Mb1185#11,3,Gareth,38,Sin_N_Japan,3,M3,M3.05,Mb1185,1,35.6165,135.974,20,Japan,1.366933333,0.3817,13.8681,10.80163333,0.341266667,NA,3.92065772,1.095152894,39.73501253,30.94961821,0.97135474,NA,1.3636,31.64237146,4.5761072,0.256184735,5.721852237,0.860584716,6.501672839,14.40208923,2.781066144,9.86311231,220.2913111,33.13251155,39,73.28,4.65,6.48,93.16,17.72,34.35,34.28,1.002042007,7.89398627,0.88695811,0.778900427,35.48,35.55,1,3.85,220.2913111
Mb13,1,Peredur,14,Sin_N_Japan,3,M3,M3.02,Mb13,1,37.0161,140.121,1260,Japan,0.656633333,0.170433333,4.635433333,5.191066667,0.429133333,NA,1.862020089,0.483293114,13.15370783,14.72522507,1.217886303,NA,0.522366667,12.3996834,1.85070573,0.109801208,2.361042867,0.395737822,5.922864288,17.88271482,2.750753233,1.136442499,24.43679368,4.095886461,55.18,88.6,7.79,2.62,92.46,19.22,47.39,33.42,1.418013166,7.908198821,2.519974459,1.119473327,8.7,19.76,0.44,1.035,24.43679368
Mb13,2,Peredur,14,Sin_N_Japan,3,M3,M3.02,Mb13,1,37.0161,140.121,1260,Japan,0.814,NA,13.2679,9.66925,1.093866667,0.5622,2.351892792,NA,38.32705301,27.93143775,3.164942395,1.62885136,1.591233333,12.5858453,2.348424,0.318736545,2.297912644,0.474957527,17.75798356,6.16423913,1.702682444,0.991270656,7.146508324,1.47711791,54.12,87.33,7.4,3.64,93.05,18.19,46.72,33.21,1.406805179,11.87615262,NA,0.728765599,7.33,12.05,0.61,0.311,7.146508324
Mb13,3,Peredur,14,Sin_N_Japan,3,M3,M3.02,Mb13,1,37.0161,140.121,1260,Japan,0.448866667,0.099666667,15.1518,10.71433333,0.440833333,NA,1.305044288,0.289811059,44.05496011,31.15118251,1.275412481,NA,0.3004,7.617874507,3.0287862,0.059692168,1.269146274,0.60085511,4.583504777,2.882077787,1.931557913,0.969400808,20.61093548,9.757886981,60.68,91.3,10.95,2.18,94.96,20.96,49.73,30.62,1.624101894,23.86982787,4.400841312,0.707098189,8.62,33.84,0.25,1.624,20.61093548
Mb255,1,Bors,18,Sin_Taiwan,4,M4,M4.02,Mb255,1,NA,NA,NA,NA,1.021166667,0.2606,13.474,11.14243333,0.435933333,NA,2.836472329,0.723656432,37.39047538,30.92822236,1.213694292,NA,0.2454,9.21540158,2.0317496,0.046751996,1.516768571,0.386794278,1.565006888,4.021725116,1.249344687,0,0,0,57.28,90.75,8.89,2.05,94,20.17,48.39,33.47,1.445772333,10.90376312,1.677169217,0.827168471,13.59,30.92,0.44,0,0
Mb255,2,Bors,18,Sin_Taiwan,4,M4,M4.02,Mb255,1,NA,NA,NA,NA,0.8154,0.196633333,11.51123333,9.7177,0.5464,NA,2.355609083,0.568226443,33.24841731,28.06989845,1.566410318,NA,0.2712,8.700656253,1.2514491,0.049747322,1.388180289,0.233208513,2.111017631,4.176554379,0.831137644,0.158693957,4.428295122,0.743935156,54.14,88.44,8.1,2.03,93.29,20.02,46.04,34.3,1.342274052,11.91619554,2.756665654,0.844247658,9.36,8.74,1.07,0.319,4.428295122
Mb255,3,Bors,18,Sin_Taiwan,4,M4,M4.02,Mb255,1,NA,NA,NA,NA,0.716033333,0.1473,14.50556667,11.5618,0.536466667,NA,2.04162957,0.420117438,41.36165826,32.9670924,1.533382999,NA,0.227633333,7.960345633,2.0733317,0.044836715,1.332106931,0.408924965,2.194740435,3.221280173,1.240786493,0.11478199,3.410193743,1.04684791,59.3,94.83,9.22,1.6,94.57,20.23,50.08,35.53,1.409513088,16.14744069,3.649891337,0.797044746,13.68,34.6,0.4,0.256,3.410193743
Mb102,1,Uther,17,Sin_Taiwan,4,M4,M4.01,Mb102,2,NA,NA,NA,NA,0.943866667,0.2883,13.3715,10.32813333,0.477133333,NA,2.656260036,0.812798657,37.59378706,29.04506357,1.345347027,NA,0.3887,9.41937731,1.96405125,0.074548411,1.577268604,0.376493207,3.046373189,4.550690981,1.416147977,0.346650109,7.334299006,1.750693413,57.99,89.59,9.09,2.14,92.55,19.57,48.9,31.6,1.547468354,10.93457086,1.655203309,0.772602758,12.48,20.82,0.6,0.465,7.334299006
Mb102,2,Uther,17,Sin_Taiwan,4,M4,M4.01,Mb102,2,NA,NA,NA,NA,0.7137,0.148033333,13.84306667,10.77203333,0.4372,NA,1.941379923,0.402594024,37.66033151,29.31263133,1.207195165,NA,2.346166667,9.04019914,1.8862276,0.614098817,1.855265431,0.446114205,1.735547833,5.029257237,1.54333907,15.34632943,46.36308313,11.14839398,58.39,91.57,8.72,1.43,93.22,19.2,49.67,33.18,1.496986136,15.09886395,2.998542187,0.778342361,NA,NA,NA,2.499,46.36308313
Mb102,3,Uther,17,Sin_Taiwan,4,M4,M4.01,Mb102,2,NA,NA,NA,NA,0.8641,0.2348,14.093,11.0747,0.2337,NA,2.415953061,0.656481633,39.40287755,30.96395714,0.653406122,NA,0.3296,14.5785968,3.1571712,0.065834148,2.654846507,0.627031446,3.162305934,7.039856319,2.119368655,0.273211714,11.017613,2.602180499,51.54,85.61,6.36,2.88,92.44,17.97,45.18,34.07,1.326093337,12.81645643,0.995315161,0.785829845,12.66,15.89,0.8,0.415,11.017613
Mb1328#12,1,Yspaddaden,42,Sin_Taiwan,4,M4,M4.03,Mb1328,1,24.1205,121.269,2997,Taiwan,8.278266667,0.110166667,17.83946667,12.99913333,19.5063,NA,2.373190925,0.315655409,51.12822017,37.25937263,55.9051694,NA,0.3353,12.41277506,1.99947,0.066682854,2.217579988,0.396750295,2.812154271,4.33342103,1.062471754,0.034675084,1.153141594,0.206310154,55.39,90.57,8.12,1.48,94.33,18.94,47.27,35.18,1.343661171,15.70011592,177.1082258,0.728743784,4.3,8.96,0.48,0.052,1.153141594
Mb1328#12,2,Yspaddaden,42,Sin_Taiwan,4,M4,M4.03,Mb1328,1,24.1205,121.269,2997,Taiwan,1.083233333,0.272166667,14.04663333,10.9758,0.4365,NA,3.075292938,0.772608455,39.88031847,31.16327936,1.240336455,NA,6.4227,16.16492164,2.2654269,1.270695952,3.053232571,0.460342661,4.929375106,7.665344557,1.475947105,0.52098534,1.251825354,0.188740491,51.75,88.83,7.16,2.06,92.74,18.51,44.59,37.08,1.202535059,10.13343444,1.605388147,0.781420023,6.11,7.79,0.79,0.041,1.251825354
Mb1328#12,3,Yspaddaden,42,Sin_Taiwan,4,M4,M4.03,Mb1328,1,24.1205,121.269,2997,Taiwan,0.858366667,0.230233333,14.61786667,11.35276667,0.565433333,NA,2.43628637,0.653281726,41.49776753,32.22544954,1.599525334,NA,0.519833333,14.15124018,2.5962068,0.102358929,2.556450967,0.512938906,4.238043129,6.154698607,1.586082991,0.07165125,1.789515677,0.359057234,52.92,87.86,7.38,2.46,93.15,18.46,45.54,34.94,1.303377218,13.22728311,2.448446466,0.776558631,5.6,5.33,1.05,0.07,1.789515677
Mb1564#1,1,Eufydd,43,Flor_Taiwan,5,M5,M5.06,Mb1564,4,25.14324,121.52061,NA,Taiwan,7.2808,0.1973,16.47753333,11.80103333,19.3191,NA,20.82867245,0.563811917,47.06632304,33.71609203,55.19591147,NA,0.8611,24.98942017,3.8178008,0.174918768,4.829561393,0.775449226,0.897138354,10.38484793,2.299237735,5.849283591,161.500533,25.93102212,40.68,74.68,5.37,4.78,93.59,17.81,35.31,34,1.038529412,1.618734565,97.8977383,0.716352794,10.92,5.61,1.95,3.344,161.500533
Mb1564#1,2,Eufydd,43,Flor_Taiwan,5,M5,M5.06,Mb1564,4,25.14324,121.52061,NA,Taiwan,1.143333333,0.3822,14.2069,9.179733333,0.689433333,NA,3.247661606,1.086738387,40.34808781,26.0706549,1.976220349,NA,1.1157,28.21185911,3.2556667,0.217129085,5.258546061,0.633932472,6.690497911,13.0529322,2.425960974,3.124487528,75.67047782,9.122288277,38.17,74.32,4.32,5.18,94.12,17.62,33.85,36.15,0.93637621,8.027515812,1.818487663,0.646143506,10.61,6.97,1.52,1.439,75.67047782
Mb1564#1,3,Eufydd,43,Flor_Taiwan,5,M5,M5.06,Mb1564,4,25.14324,121.52061,NA,Taiwan,0.988,0.320133333,13.6791,10.09686667,0.765633333,NA,2.813861874,0.912084802,38.9218835,28.74404068,2.187596541,NA,0.9945,19.70179195,3.0919658,0.194627529,3.61624632,0.604949382,6.986521727,9.300705697,2.109162283,1.706883429,31.71448023,5.305406083,39.58,77.08,4.83,5.27,92.09,18.22,34.75,37.5,0.926666667,10.21515695,2.398457399,0.738505902,9.26,2.71,3.41,0.877,31.71448023
